Country Name,Country Code,Series Name,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Japan,JPN,Forest area (% of land area),68.48175583,68.4696845,68.45761317,68.44554184,68.43347051,68.42249657,68.40877915,68.40877915,68.40877915,68.40877915
Jordan,JOR,Annual deforestation (% of change) - (for online table only),0,0,0,0,0,0,0,0,0,0
Jordan,JOR,Forest area (% of land area),1.09822032,1.09822032,1.09822032,1.09822032,1.09822032,1.09822032,1.09822032,1.09822032,1.09822032,1.09822032
Kazakhstan,KAZ,Annual deforestation (% of change) - (for online table only),0,0,0,0,0.111816999,0,0,0,0,0
Kazakhstan,KAZ,Forest area (% of land area),1.158437938,1.175201022,1.191964107,1.208727229,1.22549031,1.236326258,1.247160796,1.257992073,1.268822462,1.279653295
Kenya,KEN,Annual deforestation (% of change) - (for online table only),0,0,0,0,-1.447964481,0,0,0,0,0
Kenya,KEN,Forest area (% of land area),6.321035246,6.28802755,6.255019855,6.222012159,6.189004463,6.240942475,6.292880486,6.344818498,6.344818498,6.344818498
Kiribati,KIR,Annual deforestation (% of change) - (for online table only),0,0,0,0,0,0,0,0,0,0
Kiribati,KIR,Forest area (% of land area),1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123
"Korea, Dem. People's Rep.",PRK,Annual deforestation (% of change) - (for online table only),0,0,0,0,2.115136139,0,0,0,0,0
"Korea, Dem. People's Rep.",PRK,Forest area (% of land area),51.66647288,51.49015862,51.31384437,51.13753011,50.96121585,50.78490159,50.60858733,50.43227307,50.25595881,50.07964455
"Korea, Rep.",KOR,Annual deforestation (% of change) - (for online table only),0,0,0,0,0.111123171,0,0,0,0,0
"Korea, Rep.",KOR,Forest area (% of land area),65.61374627,65.43006885,65.24952271,65.1442061,65.03155626,64.87911457,64.78309917,64.67391304,64.57136998,64.46882691
Kosovo,XKX,Annual deforestation (% of change) - (for online table only),0,0,0,0,0,0,0,0,0,0
Kosovo,XKX,Forest area (% of land area),0,0,0,0,0,0,0,0,0,0
Kuwait,KWT,Annual deforestation (% of change) - (for online table only),0,0,0,0,-1.705058025,0,0,0,0,0
Kuwait,KWT,Forest area (% of land area),0.350729517,0.350729517,0.350729517,0.350729517,0.350729517,0.350729517,0.350729517,0.350729517,0.350729517,0.350729517
Kyrgyz Republic,KGZ,Annual deforestation (% of change) - (for online table only),0,0,0,0,1.968265229,0,0,0,0,0
Kyrgyz Republic,KGZ,Forest area (% of land area),6.434337852,6.457413973,6.480490094,6.503566215,6.526642336,6.549739312,6.572806152,6.667883212,6.762982273,6.858081335
Lao PDR,LAO,Annual deforestation (% of change) - (for online table only),0,0,0,0,-0.849372253,0,0,0,0,0
Lao PDR,LAO,Forest area (% of land area),73.24956672,73.10008666,72.95060659,72.80112652,72.65164645,72.50216638,72.35268631,72.20320624,72.05372617,71.9042461
Latvia,LVA,Annual deforestation (% of change) - (for online table only),0,0,0,0,-0.23272281,0,0,0,0,0
Latvia,LVA,Forest area (% of land area),54.2762701,54.35587005,54.40926194,54.51522369,54.58619025,54.65727624,54.72838512,54.80834273,54.87067161,54.93300048
Lebanon,LBN,Annual deforestation (% of change) - (for online table only),0,0,0,0,-0.313630726,0,0,0,0,0
Lebanon,LBN,Forest area (% of land area),13.48445748,13.5427175,13.60097752,13.65923754,13.71749756,13.77614858,13.83479961,13.89345064,13.95210166,14.01075269
Lesotho,LSO,Annual deforestation (% of change) - (for online table only),0,0,0,0,-1.032969875,0,0,0,0,0
Lesotho,LSO,Forest area (% of land area),1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398
Liberia,LBR,Annual deforestation (% of change) - (for online table only),0,0,0,0,0.679473592,0,0,0,0,0
Liberia,LBR,Forest area (% of land area),81.91216777,81.59800664,81.28384551,80.96968439,80.65552326,80.34136213,80.027201,79.71303987,79.39887874,79.08471761
Libya,LBY,Annual deforestation (% of change) - (for online table only),0,0,0,0,0,0,0,0,0,0
Libya,LBY,Forest area (% of land area),0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688
Liechtenstein,LIE,Annual deforestation (% of change) - (for online table only),0,0,0,0,0,0,0,0,0,0
Liechtenstein,LIE,Forest area (% of land area),41.87125,41.871875,41.873125,41.87375,41.875,41.875,41.875,41.875,41.875,41.875
Lithuania,LTU,Annual deforestation (% of change) - (for online table only),0,0,0,0,-0.509475873,0,0,0,0,0
Lithuania,LTU,Forest area (% of land area),34.67785685,34.73210582,34.78579976,34.85395052,34.90822027,34.96056959,35.05691161,35.0950024,35.12693597,35.14290276
Luxembourg,LUX,Annual deforestation (% of change) - (for online table only),0,0,0,0,0,0,0,0,0,0
Luxembourg,LUX,Forest area (% of land area),36.50205761,36.50205761,36.50205761,36.50205761,36.50205761,36.50205761,36.50205761,36.50205761,36.50205761,36.50205761
"Macao SAR, China",MAC,Annual deforestation (% of change) - (for online table only),0,0,0,0,0,0,0,0,0,0
"Macao SAR, China",MAC,Forest area (% of land area),0,0,0,0,0,0,0,0,0,0
Madagascar,MDG,Annual deforestation (% of change) - (for online table only),0,0,0,0,0.287258068,0,0,0,0,0
Madagascar,MDG,Forest area (% of land area),21.56904408,21.54632474,21.52342042,21.50070127,21.47798212,21.45527673,21.43255414,21.40983156,21.38712616,21.36440358
Malawi,MWI,Annual deforestation (% of change) - (for online table only),0,0,0,0,0.831690744,0,0,0,0,0
Malawi,MWI,Forest area (% of land area),27.78638099,27.34089945,26.8954179,26.44993636,26.00445482,25.55897327,25.11349173,24.66801018,24.22252864,23.77704709
Malaysia,MYS,Annual deforestation (% of change) - (for online table only),0,0,0,0,-0.184105781,0,0,0,0,0
Malaysia,MYS,Forest area (% of land area),57.98497641,58.29943083,58.61388525,58.92833967,59.2427941,58.78752093,58.63488054,58.48224015,58.32959976,58.17695937
Maldives,MDV,Annual deforestation (% of change) - (for online table only),0,0,0,0,0,0,0,0,0,0
Maldives,MDV,Forest area (% of land area),2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333
Mali,MLI,Annual deforestation (% of change) - (for online table only),0,0,0,0,1.483574528,0,0,0,0,0
Mali,MLI,Forest area (% of land area),10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363
Malta,MLT,Annual deforestation (% of change) - (for online table only),0,0,0,0,0,0,0,0,0,0
Malta,MLT,Forest area (% of land area),1.09375,1.09375,1.09375,1.09375,1.09375,1.1875,1.3125,1.4375,1.4375,1.4375
Marshall Islands,MHL,Annual deforestation (% of change) - (for online table only),0,0,0,0,0,0,0,0,0,0
Marshall Islands,MHL,Forest area (% of land area),52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222
Mauritania,MRT,Annual deforestation (% of change) - (for online table only),0,0,0,0,2.273921449,0,0,0,0,0
Mauritania,MRT,Forest area (% of land area),0.351023576,0.34574561,0.340467643,0.335189677,0.32991171,0.324633744,0.319394586,0.314058407,0.308819249,0.30348307
Mauritius,MUS,Annual deforestation (% of change) - (for online table only),0,0,0,0,0.545397614,0,0,0,0,0
Mauritius,MUS,Forest area (% of land area),18.90246305,18.89359606,18.88472906,18.87586207,18.86699507,18.86206897,19.03940887,19.0591133,19.07881773,19.09852217
Mexico,MEX,Annual deforestation (% of change) - (for online table only),0,0,0,0,0.180684526,0,0,0,0,0
Mexico,MEX,Forest area (% of land area),34.37373904,34.3107333,34.24772757,34.18472183,34.12171609,34.05599424,33.99026724,33.92454024,33.85881839,33.79309139
"Micronesia, Fed. Sts.",FSM,Annual deforestation (% of change) - (for online table only),0,0,0,0,-0.04267425,0,0,0,0,0
"Micronesia, Fed. Sts.",FSM,Forest area (% of land area),91.65428571,91.69428571,91.73428571,91.77428571,91.81428571,91.85714286,91.9,91.94285714,91.98571429,92.02857143
Moldova,MDA,Annual deforestation (% of change) - (for online table only),0,0,0,0,-1.56526824,0,0,0,0,0
Moldova,MDA,Forest area (% of land area),11.47275495,11.54169203,11.60705596,11.67944039,11.75182482,11.75486618,11.75129219,11.75297169,11.75297169,11.75297169
Monaco,MCO,Annual deforestation (% of change) - (for online table only),0,0,0,0,0,0,0,0,0,0
Monaco,MCO,Forest area (% of land area),0,0,0,0,0,0,0,0,0,0
Mongolia,MNG,Annual deforestation (% of change) - (for online table only),0,0,0,0,-0.460409774,0,0,0,0,0
Mongolia,MNG,Forest area (% of land area),9.129216767,9.128499704,9.127782641,9.127065578,9.104691498,9.103978705,9.103265913,9.102555458,9.101842665,9.101129873
Montenegro,MNE,Annual deforestation (% of change) - (for online table only),0,0,0,0,-1.873699678,0,0,0,0,0
Montenegro,MNE,Forest area (% of land area),61.48698885,61.48698885,61.48698885,61.48698885,61.48698885,61.48698885,61.48698885,61.48698885,61.48698885,61.48698885
Morocco,MAR,Annual deforestation (% of change) - (for online table only),0,0,0,0,-0.806082742,0,0,0,0,0
Morocco,MAR,Forest area (% of land area),12.7192337,12.72376877,12.72830383,12.7328389,12.73737396,12.77120771,12.79764732,12.82005378,12.84358055,12.86688326
Mozambique,MOZ,Annual deforestation (% of change) - (for online table only),0,0,0,0,0.54610995,0,0,0,0,0
Mozambique,MOZ,Forest area (% of land area),49.2964114,49.03390727,48.77140314,48.50889901,48.24639487,47.8500089,47.56809685,47.33610723,47.00794781,46.72519647
Myanmar,MMR,Annual deforestation (% of change) - (for online table only),0,0,0,0,1.211671938,0,0,0,0,0
Myanmar,MMR,Forest area (% of land area),47.68370555,47.25036515,46.81182091,46.36821216,45.92460342,45.48099773,45.05739978,44.61359702,44.16979427,43.72599151
Namibia,NAM,Annual deforestation (% of change) - (for online table only),0,0,0,0,0.989487454,0,0,0,0,0
Namibia,NAM,Forest area (% of land area),8.84011952,8.753870447,8.667621373,8.581372299,8.495123225,8.408871722,8.322620219,8.236368716,8.150117213,8.06386571
Nauru,NRU,Annual deforestation (% of change) - (for online table only),0,0,0,0,0,0,0,0,0,0
Nauru,NRU,Forest area (% of land area),0,0,0,0,0,0,0,0,0,0
Nepal,NPL,Annual deforestation (% of change) - (for online table only),0,0,0,0,0.466192446,0,0,0,0,0
Nepal,NPL,Forest area (% of land area),41.59072201,41.59072201,41.59072201,41.59072201,41.59072201,41.59072201,41.59072201,41.59072201,41.59072201,41.59072201
Netherlands,NLD,Annual deforestation (% of change) - (for online table only),0,0,0,0,-0.290321365,0,0,0,0,0
Netherlands,NLD,Forest area (% of land area),11.02461447,10.97330961,10.93173048,10.88037993,10.83546184,10.86308286,10.89100089,10.91862192,10.94653995,10.97416097
New Caledonia,NCL,Annual deforestation (% of change) - (for online table only),0,0,0,0,0,0,0,0,0,0
New Caledonia,NCL,Forest area (% of land area),45.89277899,45.88730853,45.88183807,45.87636761,45.87089716,45.8654267,45.85995624,45.85448578,45.84901532,45.84354486
New Zealand,NZL,Annual deforestation (% of change) - (for online table only),0,0,0,0,-0.008542741,0,0,0,0,0
New Zealand,NZL,Forest area (% of land area),37.40009115,37.39894421,37.39779727,37.39665034,37.3955034,37.39603509,37.41160609,37.42793665,37.46731989,37.57012647
Nicaragua,NIC,Annual deforestation (% of change) - (for online table only),0,0,0,0,1.342707068,0,0,0,0,0
Nicaragua,NIC,Forest area (% of land area),34.33626392,33.86988532,33.40350673,32.93712814,32.47074954,31.63977065,30.80879176,29.97781286,29.14683397,28.31585508
Niger,NER,Annual deforestation (% of change) - (for online table only),0,0,0,0,1.000910149,0,0,0,0,0
Niger,NER,Forest area (% of land area),0.940617352,0.930812347,0.921007342,0.911202337,0.901397332,0.891592327,0.881787321,0.871982316,0.862177311,0.852372306
Nigeria,NGA,Annual deforestation (% of change) - (for online table only),0,0,0,0,4.116365321,0,0,0,0,0
Nigeria,NGA,Forest area (% of land area),25.3595024,25.18019698,25.00089155,24.82158613,24.64228071,24.46297956,24.28368304,24.1043842,23.92508537,23.74578653
Northern Mariana Islands,MNP,Annual deforestation (% of change) - (for online table only),0,0,0,0,0.532542654,0,0,0,0,0
Northern Mariana Islands,MNP,Forest area (% of land area),65.55217391,65.19130435,64.83043478,64.46956522,64.10869565,52.95652174,52.95652174,52.95652174,52.95652174,52.95652174
Norway,NOR,Annual deforestation (% of change) - (for online table only),0,0,0,0,0.000550394,0,0,0,0,0
Norway,NOR,Forest area (% of land area),33.15537011,33.1767257,33.2090866,33.23181086,33.24564399,33.27109973,33.29453727,33.31727872,33.33864227,33.36000582
OECD members,OED,Annual deforestation (% of change) - (for online table only),0,0,0,0,-0.053085795,0,0,0,0,0
OECD members,OED,Forest area (% of land area),32.59941907,32.63889839,32.67248823,32.70677942,32.74209151,32.757799,32.75104762,32.75005678,32.7534272,32.75721044
Oman,OMN,Annual deforestation (% of change) - (for online table only),0,0,0,0,0,0,0,0,0,0
Oman,OMN,Forest area (% of land area),0.009693053,0.009693053,0.009693053,0.009693053,0.009693053,0.00904685,0.008723748,0.008400646,0.008077544,0.008077544
Other small states,OSS,Annual deforestation (% of change) - (for online table only),0,0,0,0,0.242507305,0,0,0,0,0
Other small states,OSS,Forest area (% of land area),29.67781534,29.57681065,29.46018187,29.36099434,29.25998043,29.15030438,29.04982761,28.93225396,28.8230417,28.71385896
Pakistan,PAK,Annual deforestation (% of change) - (for online table only),0,0,0,0,2.390337806,0,0,0,0,0
Pakistan,PAK,Forest area (% of land area),5.268659195,5.226855023,5.185050851,5.143246679,5.101442507,5.017953508,4.99418846,4.940561436,4.886934413,4.833307389
Palau,PLW,Annual deforestation (% of change) - (for online table only),0,0,0,0,-0.118569624,0,0,0,0,0
Palau,PLW,Forest area (% of land area),88.36086957,88.54782609,88.73478261,88.92173913,89.10869565,89.30434783,89.47826087,89.67391304,89.84782609,90.02173913
Panama,PAN,Annual deforestation (% of change) - (for online table only),0,0,0,0,0.350933367,0,0,0,0,0
Panama,PAN,Forest area (% of land area),58.06529459,57.91172989,57.75816519,57.77558014,57.62155963,57.46762008,57.3135456,57.11568276,56.96172668,56.80790542
Papua New Guinea,PNG,Annual deforestation (% of change) - (for online table only),0,0,0,0,0.008139557,0,0,0,0,0
Papua New Guinea,PNG,Forest area (% of land area),79.82156163,79.7533443,79.68512697,79.61690986,79.54869249,79.47241973,79.39837919,79.32433865,79.25029811,79.17625756
Paraguay,PRY,Annual deforestation (% of change) - (for online table only),0,0,0,0,1.549649114,0,0,0,0,0
Paraguay,PRY,Forest area (% of land area),48.21534357,47.17267053,46.12999748,45.08732444,44.0446514,43.62730934,42.63848477,41.93538887,41.23231815,40.52922225
Peru,PER,Annual deforestation (% of change) - (for online table only),0,0,0,0,0.192917148,0,0,0,0,0
Peru,PER,Forest area (% of land area),57.71777031,57.58413438,57.45049844,57.3168625,57.18322656,57.03928125,56.90217188,56.77815625,56.643125,56.50810156
Philippines,PHL,Annual deforestation (% of change) - (for online table only),0,0,0,0,-0.901837005,0,0,0,0,0
Philippines,PHL,Forest area (% of land area),23.0559949,23.17299527,23.28999564,23.40699601,23.52399638,23.64101016,23.75802395,23.87500419,23.99201798,24.10903176
Poland,POL,Annual deforestation (% of change) - (for online table only),0,0,0,0,-0.27148412,0,0,0,0,0
Poland,POL,Forest area (% of land area),30.52346276,30.58389393,30.64432906,30.70577093,30.76521114,30.81420033,30.85339168,30.89460104,30.93379495,30.97298886
Portugal,PRT,Annual deforestation (% of change) - (for online table only),0,0,0,0,0.328517048,0,0,0,0,0
Portugal,PRT,Forest area (% of land area),35.63707828,35.76809695,35.8931589,36.02399853,36.15499489,36.15499489,36.15499489,36.15499489,36.15499489,36.15499489
Puerto Rico,PRI,Annual deforestation (% of change) - (for online table only),0,0,0,0,-0.648946945,0,0,0,0,0
Puerto Rico,PRI,Forest area (% of land area),55.46065389,55.51544532,55.57023675,55.62502818,55.67981962,55.73506201,55.7903044,55.84554679,55.90078918,55.95603157
Qatar,QAT,Annual deforestation (% of change) - (for online table only),0,0,0,0,0,0,0,0,0,0
Qatar,QAT,Forest area (% of land area),0,0,0,0,0,0,0,0,0,0
Romania,ROU,Annual deforestation (% of change) - (for online table only),0,0,0,0,-0.500460641,0,0,0,0,0
Romania,ROU,Forest area (% of land area),28.64053526,28.99480045,29.32911359,29.65824061,29.99374131,30.11582928,30.11582928,30.11582928,30.11582928,30.11582928
Russian Federation,RUS,Annual deforestation (% of change) - (for online table only),0,0,0,0,-0.046491339,0,0,0,0,0
Russian Federation,RUS,Forest area (% of land area),49.77108397,49.76857873,49.76607349,49.76356825,49.76106301,49.77269955,49.78433608,49.78433608,49.78433608,49.78433608
Rwanda,RWA,Annual deforestation (% of change) - (for online table only),0,0,0,0,-2.245809966,0,0,0,0,0
Rwanda,RWA,Forest area (% of land area),10.78232671,10.82286178,10.86339684,10.9039319,10.94446696,11.02553709,11.06607215,11.10660722,11.14714228,11.18767734
Samoa,WSM,Annual deforestation (% of change) - (for online table only),0,0,0,0,0,0,0,0,0,0
Samoa,WSM,Forest area (% of land area),58.65936396,58.48833922,58.31731449,58.14628975,57.97526502,57.80565371,57.6360424,57.4664311,57.29681979,57.12720848
San Marino,SMR,Annual deforestation (% of change) - (for online table only),0,0,0,0,0,0,0,0,0,0
San Marino,SMR,Forest area (% of land area),16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667
Sao Tome and Principe,STP,Annual deforestation (% of change) - (for online table only),0,0,0,0,0.291591528,0,0,0,0,0
Sao Tome and Principe,STP,Forest area (% of land area),59.875,59.22916667,58.58333333,57.9375,57.29166667,56.64583333,56,55.35416667,54.70833333,54.0625
Saudi Arabia,SAU,Annual deforestation (% of change) - (for online table only),0,0,0,0,0,0,0,0,0,0
Saudi Arabia,SAU,Forest area (% of land area),0.454484135,0.454484135,0.454484135,0.454484135,0.454484135,0.454484135,0.454484135,0.454484135,0.454484135,0.454484135
Senegal,SEN,Annual deforestation (% of change) - (for online table only),0,0,0,0,0.484352095,0,0,0,0,0
Senegal,SEN,Forest area (% of land area),43.77582714,43.56806731,43.36030748,43.15254765,42.94478783,42.737028,42.52926817,42.32150834,42.11374851,41.90598868
Serbia,SRB,Annual deforestation (% of change) - (for online table only),0,0,0,0,-0.628550644,0,0,0,0,0
Serbia,SRB,Forest area (% of land area),31.03482735,31.04975989,31.06469243,31.07962497,31.09455751,31.10198948,31.12119826,31.12279899,31.12531443,31.13023096
Seychelles,SYC,Annual deforestation (% of change) - (for online table only),0,0,0,0,0,0,0,0,0,0
Seychelles,SYC,Forest area (% of land area),73.26086957,73.26086957,73.26086957,73.26086957,73.26086957,73.26086957,73.26086957,73.26086957,73.26086957,73.26086957
Sierra Leone,SLE,Annual deforestation (% of change) - (for online table only),0,0,0,0,-0.273066327,0,0,0,0,0
Sierra Leone,SLE,Forest area (% of land area),37.57874758,37.30545858,37.03216958,36.75888058,36.48559158,36.21224716,35.93890274,35.66555833,35.39221391,35.11886949
Singapore,SGP,Annual deforestation (% of change) - (for online table only),0,0,0,0,0,0,0,0,0,0
Singapore,SGP,Forest area (% of land area),24.83892045,24.40906516,24.0155587,23.58984485,23.23187588,22.9696756,22.72214386,22.46826516,22.21438646,21.96050776
Sint Maarten (Dutch part),SXM,Annual deforestation (% of change) - (for online table only),0,0,0,0,0,0,0,0,0,0
Sint Maarten (Dutch part),SXM,Forest area (% of land area),10.88235294,10.88235294,10.88235294,10.88235294,10.88235294,10.88235294,10.88235294,10.88235294,10.88235294,10.88235294
Slovak Republic,SVK,Annual deforestation (% of change) - (for online table only),0,0,0,0,-0.065635459,0,0,0,0,0
Slovak Republic,SVK,Forest area (% of land area),39.8993096,39.91528032,39.93125104,39.95386855,39.96817936,40.00353577,40.05615641,40.05615641,40.05615641,40.05615641
Slovenia,SVN,Annual deforestation (% of change) - (for online table only),0,0,0,0,-0.08064614,0,0,0,0,0
Slovenia,SVN,Forest area (% of land area),61.90807108,61.91892066,61.94637537,61.95630586,61.95823776,61.85929898,61.7699783,61.67438072,61.57307165,61.47225919
Small states,SST,Annual deforestation (% of change) - (for online table only),0,0,0,0,0.160525747,0,0,0,0,0
Small states,SST,Forest area (% of land area),40.49717032,40.40544245,40.29635346,40.20662697,40.11487064,40.01655901,39.92745391,39.81998784,39.72211772,39.62396919
Solomon Islands,SLB,Annual deforestation (% of change) - (for online table only),0,0,0,0,0.248241751,0,0,0,0,0
Solomon Islands,SLB,Forest area (% of land area),90.37327617,90.34712397,90.32097178,90.29481958,90.26866738,90.24258664,90.21650589,90.19042515,90.16434441,90.13826367
Somalia,SOM,Annual deforestation (% of change) - (for online table only),0,0,0,0,1.103209903,0,0,0,0,0
Somalia,SOM,Forest area (% of land area),10.63338859,10.51104664,10.38870469,10.26636274,10.14402079,10.02167883,9.899336883,9.776994931,9.654652979,9.532311028
South Africa,ZAF,Annual deforestation (% of change) - (for online table only),0,0,0,0,0,0,0,0,0,0
South Africa,ZAF,Forest area (% of land area),14.32514488,14.29513886,14.26513284,14.23512682,14.20512081,14.17511479,14.14510877,14.11510275,14.08509674,14.05509072
South Sudan,SSD,Annual deforestation (% of change) - (for online table only),0,0,0,0,0,0,0,0,0,0
South Sudan,SSD,Forest area (% of land area),11.32475396,11.32483829,11.32485529,11.32513374,11.32513372,11.32535085,11.32536917,11.32565515,11.32565515,11.32565515
Spain,ESP,Annual deforestation (% of change) - (for online table only),0,0,0,0,-0.544580386,0,0,0,0,0
Spain,ESP,Forest area (% of land area),37.10192046,37.07977849,37.08211351,37.08444853,37.12753247,37.14286858,37.15223392,37.15664678,37.16523359,37.1738204
Sri Lanka,LKA,Annual deforestation (% of change) - (for online table only),0,0,0,0,0.381043924,0,0,0,0,0
Sri Lanka,LKA,Forest area (% of land area),33.62557806,33.70594801,33.78631797,33.86668793,34.39516585,34.34411,34.29305414,34.25804992,34.20697013,34.15589034
St. Kitts and Nevis,KNA,Annual deforestation (% of change) - (for online table only),0,0,0,0,0,0,0,0,0,0
St. Kitts and Nevis,KNA,Forest area (% of land area),42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231
St. Lucia,LCA,Annual deforestation (% of change) - (for online table only),0,0,0,0,0.288784185,0,0,0,0,0
St. Lucia,LCA,Forest area (% of land area),34.04918033,34.04918033,34.04918033,34.04918033,34.04918033,34.04918033,34.04918033,34.04918033,34.04918033,34.04918033
St. Martin (French part),MAF,Annual deforestation (% of change) - (for online table only),0,0,0,0,0,0,0,0,0,0
St. Martin (French part),MAF,Forest area (% of land area),24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8
St. Vincent and the Grenadines,VCT,Annual deforestation (% of change) - (for online table only),0,0,0,0,-0.25191897,0,0,0,0,0
St. Vincent and the Grenadines,VCT,Forest area (% of land area),73.17948718,73.17948718,73.17948718,73.17948718,73.17948718,73.17948718,73.17948718,73.17948718,73.17948718,73.17948718
Sub-Saharan Africa,SSF,Annual deforestation (% of change) - (for online table only),0,0,0,0,0.495260411,0,0,0,0,0
Sub-Saharan Africa,SSF,Forest area (% of land area),27.78515584,27.62104013,27.45692012,27.29284254,27.12867205,26.96045456,26.79560832,26.63086595,26.4618416,26.29447944
Sub-Saharan Africa (excluding high income),SSA,Annual deforestation (% of change) - (for online table only),0,0,0,0,0.494751694,0,0,0,0,0
Sub-Saharan Africa (excluding high income),SSA,Forest area (% of land area),27.78427883,27.62015995,27.45603678,27.29195604,27.12778238,26.95956165,26.79471222,26.62996668,26.46093907,26.29357368
Sub-Saharan Africa (IDA & IBRD),TSS,Annual deforestation (% of change) - (for online table only),0,0,0,0,0.495260411,0,0,0,0,0
Sub-Saharan Africa (IDA & IBRD),TSS,Forest area (% of land area),27.78515584,27.62104013,27.45692012,27.29284254,27.12867205,26.96045456,26.79560832,26.63086595,26.4618416,26.29447944
Sudan,SDN,Annual deforestation (% of change) - (for online table only),0,0,0,0,2.70466488,0,0,0,0,0
Sudan,SDN,Forest area (% of land area),10.76413572,10.66988676,10.57567675,10.48162009,10.3873888,10.30054938,10.20745857,10.11438946,10.02129144,9.928193419
Suriname,SUR,Annual deforestation (% of change) - (for online table only),0,0,0,0,0.025601892,0,0,0,0,0
Suriname,SUR,Forest area (% of land area),98.01424359,97.95246154,97.89067949,97.82889744,97.76711538,97.69435897,97.6475641,97.56910256,97.49057692,97.41211538
Sweden,SWE,Annual deforestation (% of change) - (for online table only),0,0,0,0,0.021336386,0,0,0,0,0
Sweden,SWE,Forest area (% of land area),68.36866988,68.82653312,68.78087102,68.74027154,68.69460607,68.69460607,68.69460607,68.69460607,68.69460607,68.69460607
Switzerland,CHE,Annual deforestation (% of change) - (for online table only),0,0,0,0,-0.327397627,0,0,0,0,0
Switzerland,CHE,Forest area (% of land area),31.33308027,31.420083,31.50708574,31.59408847,31.68106715,31.76812043,31.85517371,31.94222699,32.02928027,32.11633355
Syrian Arab Republic,SYR,Annual deforestation (% of change) - (for online table only),0,0,0,0,-0.857109257,0,0,0,0,0
Syrian Arab Republic,SYR,Forest area (% of land area),2.712410826,2.745085226,2.777759625,2.810434025,2.843108425,2.843108425,2.843108425,2.843108425,2.843108425,2.843108425
Tajikistan,TJK,Annual deforestation (% of change) - (for online table only),0,0,0,0,-0.032446527,0,0,0,0,0
Tajikistan,TJK,Forest area (% of land area),2.946270363,2.963132324,2.979994284,3.022206851,3.039123856,3.039123856,3.039123856,3.039123856,3.046328986,3.053534116
Tanzania,TZA,Annual deforestation (% of change) - (for online table only),0,0,0,0,0.795215816,0,0,0,0,0
Tanzania,TZA,Forest area (% of land area),55.96975389,55.54979228,55.12983066,54.70986904,54.28990743,53.76044254,53.23097765,52.70151276,52.17204787,51.64258298
Thailand,THA,Annual deforestation (% of change) - (for online table only),0,0,0,0,0.24396749,0,0,0,0,0
Thailand,THA,Forest area (% of land area),39.28556049,39.28086281,39.27616512,39.27146744,39.26676975,39.18064554,39.11018027,39.03971501,38.96924974,38.89878447
Timor-Leste,TLS,Annual deforestation (% of change) - (for online table only),0,0,0,0,1.449745611,0,0,0,0,0
Timor-Leste,TLS,Forest area (% of land area),62.79085407,62.69670477,62.60255548,62.50840619,62.41425689,62.3201076,62.24613315,62.13180901,62.03765972,61.94351042
Togo,TGO,Annual deforestation (% of change) - (for online table only),0,0,0,0,6.135485393,0,0,0,0,0
Togo,TGO,Forest area (% of land area),22.72311087,22.6686891,22.61426733,22.55984556,22.50542379,22.45100202,22.39658025,22.34215849,22.28773672,22.23331495
Tonga,TON,Annual deforestation (% of change) - (for online table only),0,0,0,0,0,0,0,0,0,0
Tonga,TON,Forest area (% of land area),12.43055556,12.43055556,12.43055556,12.43055556,12.43055556,12.43055556,12.43055556,12.43055556,12.43055556,12.43055556
Trinidad and Tobago,TTO,Annual deforestation (% of change) - (for online table only),0,0,0,0,-0.025070112,0,0,0,0,0
Trinidad and Tobago,TTO,Forest area (% of land area),45.2214425,45.13879142,45.05614035,44.97348928,44.89083821,44.80896686,44.72709552,44.64522417,44.56335283,44.48148148
Tunisia,TUN,Annual deforestation (% of change) - (for online table only),0,0,0,0,-1.464709922,0,0,0,0,0
Tunisia,TUN,Forest area (% of land area),4.434603502,4.444451596,4.454299691,4.464147786,4.473995881,4.483843975,4.49369207,4.503540165,4.51338826,4.523236354
Turkey,TUR,Annual deforestation (% of change) - (for online table only),0,0,0,0,-0.938714604,0,0,0,0,0
Turkey,TUR,Forest area (% of land area),27.53599002,27.67819342,27.82039681,27.96260021,28.10480361,28.10480361,28.26352923,28.4660941,28.6687889,28.8714837
Turkmenistan,TKM,Annual deforestation (% of change) - (for online table only),0,0,0,0,0,0,0,0,0,0
