Myanmar,MMR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,,0.78744,,,,,,2.08768,1.92289,1.93208,
Namibia,NAM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.99139,7.04744,6.8992,,,,,,,,,,
Nauru,NRU,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,
Nepal,NPL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.97515,3.70838,3.15284,3.84262,3.76117,3.47465,3.99302,3.70359,4.44099,5.51837,5.10207,,
Netherlands,NLD,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.58512,4.69965,4.8059,5.46304,5.41022,5.52656,5.4589,5.34816,5.4796,5.1751,,,
Netherlands Antilles,ANT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,
New Caledonia,NCL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,
New Zealand,NZL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,6.56049,6.40699,6.93488,7.15063,6.69998,6.34445,6.33739,6.43335,6.28367,,,
Nicaragua,NIC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.0016,,2.39101,,,,4.08328,4.07843,4.08115,4.35768,,,
Niger,NER,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.56265,2.28121,2.40163,3.10248,3.20939,3.71429,5.12745,4.49468,2.99045,2.58165,3.54721,,
Nigeria,NGA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,
North America,NAC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.442009926,4.969580173,5.01072979,5.249169827,5.194859982,4.943789959,4.989480019,,,,,,
North Macedonia,MKD,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,3.30015,,,,,,,,,,
Northern Mariana Islands,MNP,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,
Norway,NOR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.46727,6.83063,7.43729,6.45452,7.3747,7.48535,7.69504,7.56933,8.03055,7.91198,,,
OECD members,OED,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.858910084,4.969580173,5.213424921,5.185050011,5.180145025,5.259789944,5.192669868,,,,,,
Oman,OMN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.20024,4.02031,4.32507,,,4.97011,,,,,,,
Other small states,OSS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,
Pacific island small states,PSS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,
Pakistan,PAK,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,1.83782,,,2.22175,2.13628,2.49344,2.46593,2.65002,3.00292,2.89952,,,
Palau,PLW,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,8.02807,7.7156,7.52929,,,,,,,,,,
Panama,PAN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.75969,4.10588,4.19164,3.15901,,,,,,,,,
Papua New Guinea,PNG,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,,,,,,,,1.96493,1.93089,,
Paraguay,PRY,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.23021,3.83357,3.40773,3.69728,3.66754,,,,3.43834,,,,
Peru,PER,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.22803,3.03712,2.82057,2.6635,2.92276,3.29729,3.69599,3.96933,3.81317,3.93131,3.72316,3.84729,
Philippines,PHL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.1644,2.92464,2.89222,,,,,,,,,,
Poland,POL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.99362,5.32975,5.39797,4.82012,4.81181,4.94011,4.90918,4.81226,4.63922,4.55957,,,
Portugal,PRT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.16385,5.33713,5.25872,5.12333,4.94941,5.27097,5.124,4.88554,,5.01561,,,
Post-demographic dividend,PST,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,
Pre-demographic dividend,PRE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,
Puerto Rico,PRI,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,,,,6.48108,6.07266,,,,,,
Qatar,QAT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.72598,3.20019,3.84656,4.01224,3.50744,4.07384,3.60535,,,2.86383,,2.69535,
Romania,ROU,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.86863,3.26629,3.50413,3.05943,2.9541,3.04938,3.12642,3.10676,2.97411,3.09539,,,
Russian Federation,RUS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.93979,3.10602,3.83502,,3.7931,3.76383,4.01388,3.83403,3.76044,4.68991,,,
Rwanda,RWA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.09511,5.66607,,4.36722,4.40366,4.72194,4.17978,3.63234,3.4193,3.11083,3.07375,,
Samoa,WSM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.58293,3.82629,3.84139,,,,,,4.16222,,,,
San Marino,SMR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,,2.70296,,,,,,3.37033,3.59286,,
Sao Tome and Principe,STP,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,2.72058,,6.33951,5.93969,3.74883,3.8645,5.17307,5.08416,5.14907,,
Saudi Arabia,SAU,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.90982,7.71887,7.63689,,,,,,,,,,
Senegal,SEN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.49412,2.60249,2.67932,4.87895,4.73316,5.6725,5.72021,5.45638,5.11309,4.62497,4.83328,,
Serbia,SRB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,,4.23836,4.16421,,3.92698,3.78902,3.64027,3.71509,3.58539,,
Seychelles,SYC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,5.19333,3.60644,2.61393,3.60813,4.08368,,4.42102,,,,
Sierra Leone,SLE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.94937,3.43272,3.54528,2.6689,2.87204,2.37981,2.66292,,3.06023,4.63577,6.98963,7.70228,
Singapore,SGP,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.3213,3.54249,3.87853,3.03077,3.07086,2.85435,,,,,,,
Sint Maarten (Dutch part),SXM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,
Slovak Republic,SVK,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.86468,3.9357,4.2454,3.92964,3.8677,4.07649,4.22136,4.59954,3.91171,3.93913,,,
Slovenia,SVN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,5.75683,5.67286,5.54126,5.62023,5.40573,5.2917,4.90953,4.80178,4.78324,,,
Small states,SST,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,
Solomon Islands,SLB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,
Somalia,SOM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,
South Africa,ZAF,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.44358,5.15948,5.06622,,,,,5.95619,5.94285,6.11306,6.15899,6.50505,
South Asia,SAS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.550115108,,,2.82980001,2.349954963,2.98257494,3.121760011,2.946019888,2.500319958,,,,
South Asia (IDA & IBRD),TSA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,
South Sudan,SSD,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,,0.96289,,1.0245,1.23246,1.46556,1.5439,,,,
Spain,ESP,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.16605,4.11127,4.13457,4.89692,4.46934,4.35102,4.30338,4.28657,4.22764,4.20774,,,
Sri Lanka,LKA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,,1.80861,1.49617,1.62107,1.93288,2.22875,3.4492,2.79925,2.12421,,
St. Kitts and Nevis,KNA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.61109,4.26531,3.79239,,,,,2.64346,,,,,
St. Lucia,LCA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,5.70733,,3.58824,3.27299,3.85985,3.88069,3.86773,5.20828,,3.3318,,
St. Martin (French part),MAF,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,7.91381,,7.80199,,,,,,5.7334,5.73196,5.69378,,
Sub-Saharan Africa,SSF,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.173475027,3.467669964,3.208319902,3.925139904,4.101180077,4.498549938,,,,,,,
Sub-Saharan Africa (excluding high income),SSA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.173475027,3.467669964,3.208319902,3.925139904,4.101180077,4.498549938,,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,
Sudan,SDN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,1.01218,,1.42644,,,,,,,,,,
Suriname,SUR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,
Sweden,SWE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.74015,6.61764,6.92435,6.36692,7.53697,7.61121,7.57373,7.4439,7.61862,7.56883,,,
Switzerland,CHE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.7814,4.95981,5.31429,4.96986,5.03337,5.04048,5.05123,5.10057,5.10473,5.13019,,,
Syrian Arab Republic,SYR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,4.36049,5.04694,,,,,,,,,,
Tajikistan,TJK,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.32871,2.37659,2.77579,3.93511,4.01803,,,5.23139,,,,,
Tanzania,TZA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,,,,,3.38488,,,4.43051,3.69644,,
Thailand,THA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.25346,4.81787,3.86492,4.80555,4.53671,4.12402,,,,,,,
Timor-Leste,TLS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,,10.0757,7.24187,5.66715,7.51547,8.43326,8.05194,7.06049,6.79295,,
Togo,TGO,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.9209,3.76704,3.48745,4.3093,4.7192,4.42365,4.78455,5.1086,4.95558,4.98976,5.36957,,
Tokelau,TKL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,
Tonga,TON,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.94077,4.53256,3.79232,,,,,,,,,,
Trinidad and Tobago,TTO,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.75565,3.06529,3.54301,,,,,,,,,,
Tunisia,TUN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.20198,6.20183,5.79003,,6.25037,,,6.59601,,,,,
Turkey,TUR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.52908,2.65434,2.74894,,,,,,,,,,
Turkmenistan,TKM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,,,3.04925,,,,,,,,
Turks and Caicos Islands,TCA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.71883,4.84301,5.06914,,,,,3.15745,,,2.91435,,
Tuvalu,TUV,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,
Uganda,UGA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.46167,,,2.31769,1.81216,1.88643,1.93036,2.34049,2.15536,2.27205,2.13052,,
Ukraine,UKR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.16623,4.68506,5.43863,6.16237,6.69233,6.67166,5.87494,,5.00978,5.41226,,,
United Arab Emirates,ARE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,
United Kingdom,GBR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.03119,4.11923,4.63887,5.59523,,5.5298,5.599,5.55616,5.4267,5.44209,,,
United States,USA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,,,,4.93105,4.96174,,,,,,
Upper middle income,UMC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.989780068,3.95818007,3.839020014,4.492980003,4.422790051,4.587560177,,,,,,,
Uruguay,URY,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.42255,2.80096,2.3222,4.35527,,,,,4.7591,4.8403,5.04759,,
Uzbekistan,UZB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,,,,6.09001,6.02527,5.78638,5.66773,5.28134,,,
Vanuatu,VUT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,7.00363,8.95115,8.13175,,,,4.91083,5.39081,,4.53353,,,
"Venezuela, RB",VEN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,
Vietnam,VNM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,,4.81372,5.53329,5.652,,,4.34481,,4.16745,,
Virgin Islands (U.S.),VIR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,
West Bank and Gaza,PSE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,,5.7027,5.13268,5.3025,,5.14136,5.71773,5.25234,,,
World,WLD,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.948920012,4.091929913,4.017320156,4.492980003,4.614655018,4.735710144,4.900424957,,,,,,
"Yemen, Rep.",YEM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,9.64552,9.23766,,,,,,,,,,,
Zambia,ZMB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,1.78819,,,,,,,4.62432,3.74792,3.72965,4.61809,,
Zimbabwe,ZWE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,,,6.07021,5.99598,6.13835,,,5.81878,5.87135,,
